owl:Class,dct:identifier,schema:name,schema:addressLocality,ex:AblageortSTS,schema:addressRegion,schema:relatedLink,schema:Organization,ex:statusaaktivnanichtaktiv,ex:EckdatennichtSTS,ex:frühereNamen,ex:Dokumente1,ex:Dokumente2,ex:Dokumente3,ex:Dokumente4
,,Kulturausschuss Gerlafingen,Gerlafingen,Gerlafingen,SO,,KTV,a,,,,,,
,,Kulturgesellschaft Glarus (Glarner Konzert- und Theatergesellschaft GKTG) <Spielstätten: Aula der Kantonsschule Glarus u.a.),Glarus,Glarus,GL,,KTV,a,,"Glarner Musikgesellschaft, Glarner Musik und Vortragsgesellschaft",,,,
,,Kultur i de Aula,Goldach,Goldach,SG,,KTV,a,,,,,,
,,Kulturkreis Gossau <verschiedene Spielstätten>,Gossau SG,Gossau SG,SG,,KTV,a,,,,,,
,,Art of Emotions,Gümligen (?),Bern,BE,,,a,,,,,,
,,Keep Cool Produktion AG,Hagendorn,Hagendorn,ZG,,,a,,,,,,
,,Tellspielgenossenschaft Hägglingen,Hägglingen,Hägglingen,AG,,-0,na,,,,,,
,,Kultur im Dorf Hausen am Albis (Verein),Hausen a/A,Hausen a/A,ZH,,KTV,a,,,,,,
,,Kulturgruppe Lindenblüten (Genossenschaft Hotel Linde) <Spielstätte: Hotel Linde>,Heiden,Heiden,AR,,KTV,a,,,,,,
,,domino Event Sarl,Herisau,Herisa,AR,,,a,,,,,,
,,kultur is dorf herisau <Spielstätte: Altes Zeughaus Herisau>,Herisau ,Herisau,AR,,KTV,a,,,,,,
,,Kreuzabende (Verein) <Spielstätte: Altes Schlachthaus u.a.>,Herzogenbuchsee,Herzogenbuchsee,BE,,KTV,a,,,,,,
,,Kulturgöpel <Spielstätte: Kipferhaus>,Hinterkappelen,Hinterkappelen,BE,,KTV,a,,,,,,
,,Humorfactory Widmer (Humor- & Musicfactory),Holzhäusern,Holzhäusern,ZG,,KTV,a,,,,,,
,,Kulturgruppe Hünenberg <versch. Spielstätten>,Hünenberg,Hünenberg,ZG,,KTV,a,,,,,,
,,Amphitheater Hüntwangen,Hüntwangen,Hüntwangen,ZH,,,a,,,,,,
,,ArteCultura,Igis,Igis,GR,,KTV,a,,,,,,
,,Kunstgesellschaft Interlaken,Interlaken,Interlaken,BE,,KTV,a,,,,,,
,,Luegarena Erlebnisbühne Emmental,Kaltacker,Kaltacker,BE,,,a,,,,,,
,,Kulturtankstelle im Kiental,Kiental,Kiental,BE,,,a,,,,,,
,,Noble Horse Empire AG korr. NT Nobel Horse,Knonau,Basel,BS,,,a,,,,,,
,,Tanz & Kunst Königsfelden (tanz&kunst Königsfelden),Königsfelden,Königsfelden,AG,,,a,,,,,,
,,Armuzz Artisten- und Musikzentrale,Kollbrunn,Kollbrunn,ZH,,KTV,a,,,,,,
,,Späktrum Kultur in Kölliken,Kölliken,Kölliken,AG,,KTV,a,,,,,,
,,Le Théâtre Kriens-Luzern,Kriens,Kriens,LU,,,a,,,,,,
,,"L'Association des Amis du TPR (früher: Société des Amis du Théâtre SAT, L'Association des Amis du Théâtre Populaire Romand AATPR)",La Chaux-de-Fonds,?,NE,,,a,,"Société des Amis du Théâtre (SAT, L'Association des Amis du Théâtre Populaire Romand (AATPR)",,,,
,,WaKouwa Teatro (Verein),Losone,Losone,TI,,,a,,,,,,
,,Kulturkreis Küttigen-Rombach (KKR),Küttigen,Küttigen,AG,,KTV,a,,,,,,
,,L'Association des Amis du Théatre Populaire Romand (AATPR) (später: L'Association des Amis du TPR),La Chaux-de-Fonds,?,NE,,,na,,,,,,
,,Musica-Théâtre (Fondation) (später: Arc-en-Scène und seit 2014 Théâtre Populaire Romand),La Chaux-de-Fonds,La Chaux-de Fonds,NE,,,na,,,,,,
,,Société des Amis du Théâtre (SAT) (später: L'Association des Amis du TPR),La Chaux-de-Fonds,?,NE,,,na,,,,,,
,,Ton sur Ton (Association)(Centre des Métiers des Arts de la Scène et du Spectacl),La Chaux-de-Fonds,?,NE,,,a,,,,,,
,,Animatène,La Tène,La Tène (früher: Marin-Epagnier),NE,,KTV,a,,,,,,
,,"Theater- und Kunstverein Langnau <verschiedene Spielstätten, Eigenproduktion>",Langnau i/E,Langnau i/E,BE,,KTV,a,,,,,,
,,Paragraph K,Langnau i/E,Langnau i/E,BE,,,a,,,,,,
,,Amdathtra,Lausanne,Lausanne,VD,,,a,,,,,,
,,die brücke <verschiedene Spielstätten>,Laufenburg,Laufenburg,AG,,KTV,a,,,,,,
,,Artways Productions,Lausanne,Lausanne,VD,,,a,,,,,,
,,Compagnie Lunidea (Künstlerkollektiv),Lausanne,Lausanne,VD,,KTV,a,,,,,,
,,Galas Karsenty-Herbert,Paris,Lausanne,VD,,,na,1965-1995,,,,,
,,Dahlia Productions,"Lausanne, Neuchâtel",Lausanne,VD,,,a,,,,,,
,,ZigZag,Lausanne,Lausanne: Service Culturel Migros,VD,,,a,,,,,,
,,Live Music Production LMP,Le Grand-Saconnex,Le Grand-Saconnex,GE,,,a,,,,,,
,,La Nef (L'association de la Nef),Le Noirmont,Le Noirmont,VD,,,a,,,,,,
,,Spécial Diffusion Spectacles Sarl,Le Pont,Le Pont,VD,,,a,,,,,,
,,Rencontres Culturelles de la Valléee de Joux (RCVJ),Le Sentier,Le Sentier,JU,,,a,1995-,,,,,
,,Pro Argovia (Aargauische Kulturstiftung für die Förderung von Kultur und Wissenschaft),Lenzburg,Lenzburg,AG,,,a,,,,,,
,,Stimmband Baselland,Liestal,Liestal,BL,,,a,,,,,,
,,"Verein ""Schluchttheater""",Ligerz,Ligerz,BE,,,a,,,,,,
,,Forum Lindau,Lindau,Lindau,ZH,,KTV,a,,,,,,
,,Kulturelle Kontakte Bea Marty (Bea Marty Kulturelle Kontakte),Lindau,Lindau,ZH,,KTV,a,,,,,,
,,Associazione Scintille,Locarno,Locarno,TI,,,a,,,,,,
,,"OSA (Organico Scena Artistica) <Festivals: La conna crea, Voci audaci und osa! la danza, früher: il gatto danza> <siehe einzeln unter Festivals>",Locarno,Locarno,TI,,KTV,a,,,,,,
,,"Movimento Artistico Ticinese (MAT)(inkl. Scuola)(siehe auch unter einz. Compagnie: Officina Teatro, Deserto Dentro Teatro, Teatro d'Emergenza, Femme Théâtrale, Egidia Bruno)",Lugano,Lugano,TI,,,a,,,,,,
,,"LuganoInScena (LIS) <verschiedene Spielstätten: Palazzo die Congressi,Teatro Cittadella, Living Room u.a. >",Lugano,Lugano,TI,,,a,,,,,,
,,Sezione Culturale Migros Ticino,Lugano,Lugano,TI,,,a,,,,,,
,,Gift Gemeinschaft Interesse für Theater,Luzern,Luzern,LU,,,na,,,,,,
,,Senzaltro,Luzern,Luzern,LU,,,na,,,,,,
,,Sputnik Produktionen,Luzern,Luzern,LU,,,na,,,,,,
,,Kulturkommission Gemeinde Lyss,Lyss,Lyss,BE,,KTV,a,,,,,,
,,Scala arte ,Zug,Luzern,,,,a,(noch existent?),,,,,
,,momentum dance,Mamishaus,Mamishaus,BE,,KTV,a,,,,,,
,,Journées des 5 Continents,Martigny,Martigny,VS,,,a,,,,,,
,,Rêv&danse,Martigny,Martigny,VS,,KTV,a,,,,,,
,,Kulturvereinigung Altes Kino Mels <Spielstätte: Altes Kino>,Mels,Mels,SG,,KTV,a,,,,,,
,,Con_creta (concreta),Meride,Meride,TI,,KTV,a,,,,,,
,,Bi eus ... z Mättmistette,Mettenstetten,Mettenstetten,ZH,,KTV,a,,,,,,
,,Kulturgemeinschaft im Tessin,Minusio,Minusio,TI,,,na,,,,,,
,,Kultur in Mogelsberg (KIM) (Verein) <Spielstätte: Gasthaus Rössli>,Mogelsberg,Mogelsberg,SG,,KTV,a,,,,,,
,,La Saison culturelle,Montreux,Montreux,VD,,,a,,,,,,
,,Grenier Culture,Moudon,Moudon,VD,,,a,,,,,,
,,Théâtre du Croûtion (le Croûtion Théâtre),Monthey,Vérossaz,VS,,,a,,,,,,
,,Centre régional d'activités culturelles et de loisirs (CRAC),,,,,,,,,,,,
,,AJAC (Association jurassienne d'animation culturelle),Moutier,Moutier,BE,,,na,1975-2009,,,,,
,,Opéra Jura (Association),Moutier,Moutier,BE,,,na,,,,,,
,,Kulturgenossenschaft Alti Moschti,Mühleturnen,Mühleturnen,BE,,KTV,a,,,,,,
,,TSW Musical AG,Murg,siehe: Walenstadt: Walenseebühne,SG,,,a,,,,,,
,,TSW Ticino AG,Murg,siehe: Melide: Openair Musical,SG,,,a,,,,,,
,,Kulturstiftung St. Martin Muri <Veranstalter der Freilichtspiele Muri>,Muri AG,Muri AG,AG,,,,,,,,,
,,"Muri Kultur (MuriKultur, inkl. Cabarena)",Muri AG,Muri AG,AG,,KTV,a,,,,,,
,,Murten Productions,Murten,"unter Einzelevents: ""Murten 1476"" und ""Helvetische Revolution"" ",,,,,,,,,,
,,Music - Artists - Events (Music-Artists-Events),Murten,Murten,BR,,,,,,,,,
,,Kultur Neuenegg <versch. Spielstätten>,Neuenegg,Neuenegg,BE,,KTV,a,,,,,,
,,ADN (Association Danse Neuchâtel),Neuchâtel,Neuchâtel,NE,,,a,,,,,,
,,Agence Plateau Libre (Bureau Artistique Plateau Libre),Neuchâtel,Neuchâtel,NE,,KTV,a,,,,,,
,,Deutsch Club - Der Kulturplatz in Neuchâtel,Neuchâtel,Neuchâtel,NE,,KTV,a,,,,,,
,,Musique au Choeur,Neuchâtel,Neuchâtel,NE,,,a,,,,,,
,,Kulturverein Kreuz Nidau,Nidau,Nidau,BE,,,a,,,,,,
,,a3a Association des 3 arbres,Nyon,Nyon,VD,,,a,,,,,,
,,Association Pleine Lune (APL) <Spielstätte: Cour intérieur du Château>,Nyon,Nyon,VD,,,a,,,,,,
,,Opus One,Nyon,Nyon,VD,,,a,,,,,,
,,M.A.E. (Musique Art Expression) <Spielstätte: Théâtre du Funambule>,Nyon,Nyon,VD,,,a,,,,,,
,,Kulturszene Obersiggenthal <Spielstätte: Aula Unterboden>,Obersiggenthal,Obersiggenthal,AG,,KTV,a,,,,,,
,,nikmusik,Oberwangen bei Bern,Oberwangen bei Bern,BE,,KTV,a,,,,,,
,,Kultur Obfelden,Obfelden,Obfelden,ZH,,KTV,a,,,,,,
,,Donnerstags-Gesellschaft Thal,Oberuzwil,Oberuzwil,SG,,KTV,a,,,,,,
,,Kulturkommission Oftringen (KKO),Oftringen,Oftringen,AG,,,a,,,,,,
,,"art i.g. (artig) (u.a. ""laut & deutlich"" und ""Wortklang"")",Olten,"Olten (bereinigen mit Nachtfieber, laut & deutlich, Wortklang)",SO,,,a,,,,,,
,,kunstprojekte.ch,Olten,Olten,SO,,,a,,,,,,
,,Nachtfieber (Verein Nachtfieber Olten),Olten,"Olten: Schützi (bereinigen mit art i.g., laut & deutlich)",SO,,,a,,,,,,
,,23 Sternschnuppen,Olten,Olten,SO,,,a,,,,,,
,,Theatergruppe Olten (Verein) <Spielstätte: Theaterstudio Olten>,Olten,Olten,SO,,,a,,,,,,
,,Commission culturelle et des Loisirs d'Orbe,Orbe,Orbe,VD,,KTV,a,,,,,,
,,Association Hameau-Z'Arts,Payerne,Payerne,VD,,,a,,,,,,
,,Penthaz Comique Club (PCC),Penthaz,Penthaz,VD,,,a,,,,,,
,,Verein Kultur im Rex,Pfäffikon ZH,Pfäffikon ZH,ZH,,KTV,a,,,,,,
,,Axiane (Fondation)(L'Atelier Axiane),Porrentruy,Porrentruy,JU,,,a,,,,,,
,,Lebendiges Regensdorf,Regensdorf,Regensdorf,ZH,,KTV,a,,,,,,
,,Klassik Sterne,Rheinfelden,Rheinfelden,AG,,,a,,,,,,
,,Kulturforum Richterswil,Richterswil,Richterswil,ZH,,KTV,a,,,,,,
,,Rickenbacher Kulturforum <verschiedene Spielstätten>,Rickenbach LU,Rickenbach LU,LU,,KTV,a,,,,,,
,,3-Länder-Theater (Dreiländer Theater Basel)(Theater Dreiländereck),Riehen,Riehen,BS,,,a,,,,,,
,,Atelier-Theater (Ateliertheater),Riehen,Riehen,BS,,,a,,,,,,
,,Kulturbüro Riehen,Riehen,Riehen,BS,,,a,,,,,,
,,Kultur riniken LIVE (rinikenLIVE),Riniken,Riniken,AG,,KTV,a,,,,,,
,,"Bistro-Komitee <Spielstätten: Aula Kantonsschule Romanshorn, Aula Rebsamen Romanshorn>",Romanshorn,Romanshorn,SG,,KTV,a,,,,,,
,,Stella Theater,Romanshorn,Romanshorn,TG,,,a,,,,,,
,,Les Capucins (LAssociation culturelle Les Capucins),Romont,Romont,FR,,,a,,,,,,
,,Kunst- und Kulturkommission Rothenburg <verschiedene Spielstätten>,Rothenburg,Rothenburg,LU,,KTV,a,,,,,,
,,Born Theater & Konzerte (Bornevents),Russikon,Russikon,ZH,,,a,,,,,,
,,Les Assortiments,Saignelégier,Saignelégier,JU,,KTV,a,,,,,,
,,KiK Kultur im Kammgarn <Spielstätte: Kammgarn>,Schaffhausen,Schaffhausen,SH,,,a,,,,,,
,,Musik-Collegium Schaffhausen (MCS) (inkl. Schaffhauser Operngala),Schaffhausen,Schaffhausen,SH,,,a,,,,,,
,,"Schauwerk - Das andere Theater <versch. Spielstätten: Kammgarn, Fass-Bühne, Haberhaus, Probebühne Cardinal>",Schaffhausen,Schaffhausen,SH,,assitej KTV,a,,"Theater im Fass (TiF),  Theater im Posthof",,,,
,,Theater im Fass (TiF),Schaffhausen,Schaffhausen,SH,,,na,,,,,,
,,Theater im Posthof,Schaffhausen,Schaffhausen,SH,,,na,,,,,,
,,Vorstadt Variété <Spielstätte:  Restaurant Schützenstube>,Schaffhausen,Revue/Variété: Schaffhausen,SH,,KTV,a,,,,,,
,,Kultur an der KKS (Kultur an der Kantonsschule Kollegium Schwyz) <Spielstätte: Aula der Kantonsschule Kollegium Schwyz>,Schwyz,Schwyz,SZ,,KTV,a,,,,,,
,,Kulturschock (Verein),Schwyz,Schwyz,SZ,,,a,,,,,,
,,Seuzacher Konzertreihe,Seuzach,Seuzach,ZH,,,a,,,,,,
,,Kulturvereinigung Simplon Süd (KVSS),Simplon Dorf,Simplon Dorf,VS,,,a,,,,,,
,,Astarté,Sion,Sion,VS,,,a,,,,,,
,,"Apropos Production (Théâtre à dos d'homme, Rucksack-Theater)",Sierre,Sierre,VS,,,na,,,,,,
,,Etangs de Brume (Théâtre des étangs de brume),Sierre,Sion,VS,,,a,,,,,,
,,"CMA-Petithéâtre de Sion <Spielstätten: Théâtre de Valère, Petithéâtre>",Sion,Sion,VS,,,a,,,,,,
,,Plateforme Culture Valais (Plattform Kultur Wallis),Sion,Sion,VS,,KTV,a,,,,,,
,,Swiss Artists Agency,Sissach,Sissach,BL,,,na,,,,,,
,,Kreuzkultur <Spielstätte: Kreuz Solothurn>,Solothurn,Solothurn,SO,,KTV,a,,,,,,
,,Kulturgarage Solothurn,Solothurn,Solothurn,SO,,,a,,,,,,
,,Oper Schloss Waldegg,Solothurn,Solothurn,SO,,,a,,,,,,
,,safran theater,Solothurn,Solothurn,SO,,,a,,,,,,
,,,,,,,,,,,,,,
,,Kultur Spreitenbach (Kulturkommission) <Spielstätte: Zentrumsschopf u.a.>,Spreitenbach,Spreitenbach,AG,,KTV,,,,,,,
,,Artegioia,Spiez,Spiez,BE,,,na,,,,,,
,,Kultur Spiegel Spiez (Kulturspiegel Spiez) <verschiedene Spielstätten>,Spiez,Spiez,BE,,KTV,a,,,,,,
,,Freirampe (Verein),St. Gallen,St. Gallen,SG,,,a,,,,,,
,,IG Tanz Ost (inkl. TanzPlan Ost),St. Gallen,CH: Einz. Reg.: Ostschweiz,SG,,,a,,,,,,
,,MusicalOper (Verein),St. Gallen,St. Gallen,SG,,,a,,,,,,
,,Röhrender Hirsch,St. Gallen,St. Gallen,SG,,KTV,a,,,,,,
,,Theateragentur St. Gallen,St. Gallen,St. Gallen,SG,,,a,,,,,,
,,scaena musik & theater,St. Gallen,St. Gallen,SG,,,a,,,,,,
,,Tapeo (Tanz- und Tanz-Performance-Perspektive Ostschweiz),St. Gallen,St. Gallen,SG,,,na,,,,,,
,,Lesegesellschaft Stäfa,Stäfa,Stäfa,ZH,,KTV,a,,,,,,
,,Chäslager,Stans,Stans (Eigenproduktionen ZSV),NW,,,a,,,,,,
,,Phönix-Theater 81,Steckborn,Steckborn,TG,,KTV,a,,,,,,
,,Bretterwelt,Stein,Stein,AR,,KTV,a,,,,,,
,,Betriebsgesellschaft Cinema Schwanen <Spielstätte: Schwanen-Bühne),Stein am Rhein,Stein am Rhein,SH,,KTV,a,,,,,,
,,Kultur Steinhausen,Steinhausen,Steinhausen,ZG,,KTV,a,,,,,,
,,Stadttheater Sursee Schauspielkommission ,Sursee,Sursee,LU,,Inthega,a,,,,,,
,,Kulturfacts (Agentur),Thalwil,Thalwil,ZH,,KTV,a,,,,,,
,,Kultur-Palette Therwil <versch. Spielstätten>,Therwil,Therwil,BL,,KTV,a,,,,,,
,,Kulturgruppe Markus <Spieltätte: Markuskirche Thun>,Thun,Thun,BE,,KTV,a,,,,,,
,,"Kultursoufflé <Spielstätte: Kultur- und Kongresszentrum Thun, Schadausaal>",Thun,Thun,BE,,KTV,a,,,,,,
,,Kunstgesellschaft Thun (KGT) <Spielstätte: Kultur- und Kongresszentrum Thun>,Thun,"Thun, seit 2011/12 unter Thun: KKThun",BE,,Inthega,a,,,,,,
,,Theater am Tatort,Thun,Thun,BE,,,a,,,,,,
,,dreh&angel (Dreh und Angel),Trogen,Trogen,AR,,KTV,a,,,,,,
,,"L'Association Théâtre des Gorges <Dürrenmatt Freilichtspiel in Ligerz-Twann: ""Der Richter und sein Henker"")",Twann,"Ligerz: Verein ""Schluchttheater""",BE,,-0,a,,,,,,
,,KUfKi Kindertheater Zürich Oberland,Uster,Uster,ZH,,KTV,a,,,,,,
,,kultagentur,Uster,Uster,ZH,,KTV,a,,,,,,
,,Kulturgemeinschaft Uster (KGU) <Spielstätte: Central Uster>,Uster,Uster,ZH,,KTV,a,,,,,,
,,Swiss Musical Company ,Uster,Uster,ZH,,,a,(noch existent?),,,,,
,,Theaterverein Siegelring (inkl. Theaterensemble Siegelring),Uster,Uster,ZH,,,a,,,,,,
,,eat & fun,Uttingen (früher: Herblingen),?,BE,,,na,,,,,,
,,Gas gibt Kultur (Technische Betriebe Utzwil) <Spielstätte: Gemeindesaal Utzwil>,Utzwil,Utzwil,SG,,Inthega,a,,,,,,
,,Opernverein Vaduz,Vaduz,Vaduz,FL,,,a,,,,,,
,,Genossenschaft Bären Veltheim,Veltheim,Veltheim,AG,,,na im Relevanzbereich,,,,,,
,,PAF Productions,Villeneuve,Villeneuve,VD,,,a,,,,,,
,,Theater Wallis (Walliser Profitheater),Visp,Visp,VS,,,a,,,,,,
,,Visper Theater,Visp,Visp,VS,,,a,,,,,,
,,Association pour l'Animation de Vuarrens (AAV),Vuarrens,Vuarrens,VD,,,a,,,,,,
,,Aareagentur,Wabern,Wabern,BE,,,a,,,,,,
,,Profile Productions,Wädenswil,Wädenswil,ZH,,KTV,a,,,,,,
,,Katz Kultur am Tannenberg zeigt ...,Waldkirch,Waldkirch,SG,,,a,,,,,,
,,Kultur-Kreis Wangen-Brüttisellen,Wangen-Brüttisellen,Wangen-Brüttisellen,ZH,,KTV,a,,,,,,
,,Theater- und Konzertgesellschaft Mittelthurgau (TKGMtg),Weinfelden,Weinfelden,TG,,Inthega,a,,,,,,
,,"WITKA (J. Schürch, Theater- und Konzerbüro) (Theater- und Konzerbüro J. Schürch)",Weisslingen,Weisslingen,ZH,,,a,,,,,,
,,Bühne am Gleis <Spielstätte: Kultur-Werkstatt>,Wil SG,Wil SG,SG,,KTV,a,,,,,,
,,Nice Time Productions,Wil SG,Wil SG,SG,,,a,,,,,,
,,Kulturzentrum Wil,Wil SG,Wil SG,SG,,,a,,,,,,
,,Kulturverein Wila,Wila,Wila,ZH,,KTV,a,,,,,,
,,Kulturkreis Windisch,Windisch,Windisch,AG,,,a,,,,,,
,,Balzer Event GmbH (Balzer Produktionen) (Kindermusical),Winterthur,CH: Grunds./Tournee,ZH,,KTV,a,,,,,,
,,Justsiegel,Winterthur,Winterthur,ZH,,,a,,,,,,
,,Kulturbau ,Winterthur,Winterthur,ZH,,,a,,"Mefibo, elch events",,,,
,,Kulturkommission Wollerau,Wollerau,Wollerau,SZ,,KTV,a,,,,,,
,,Kulturkreis Würenlingen <verschiedene Spielstätten>,Würenlingen,Würenlingen,AG,,KTV,a,,,,,,
,,L'Opéra par-ci par-là,Yverdon-les-Bains,Yverdon-les-Bains,VD,,,a,,,,,,
,,Musik & Theater Zofingen,Zofingen,Zofingen: Stadtsaal/Musik & Theater,AG,,Inthega,a,,Musik- und Theaterkomission Zofingen,,,,
,,Agentur Dolder,Zürich,Zürich,ZH,,KTV,,,,,,,
,,Applaus (Verein),Zürich,Zürich,ZH,,,a,,,,,,
,,art and coaching (artco),Zürich,Zürich,ZH,,,a,,,,,,
,,Artist-Booking,Zürich,Zürich,ZH,,,a,(noch existent?),,,,,
,,Büro Kauf,Zürich,Zürich,ZH,,,a,(noch existent?),,,,,
,,Comedy Christmas,Zürich,Zürich: Maag Music Hall,ZH,,,a,,,,,,
,,cultact Giuliani Kulturbüro,Zürich,Zürich,ZH,,KTV,a,,,,,,
,,Denlo Productions (Peter Denlo) (DinnerKrimis),Zürich,Zürich,ZH,,,a,,,,,,
,,d.o.k. Zerbini,Zürich,Zürich,ZH,,,a,,,,,,
,,ee edith eicher kulturvermittlung,Zürich,Zürich,ZH,,KTV,a,,,,,,
,,E.R.M.&P. (Erwin R. Müller & Partnerinnen),Zürich,Zürih,ZH,,KTV,a,,,,,,
,,First Cut Productions,Zürich,Zürich,ZH,,,a,,,,,,
,,Freddy Burger Management (FBM),Zürich,"Zürich (siehe auch unter: Zürich: Theater 11, Basel: Musical Theater, CH: Grundsätzliches: Tourneen/Lilibiggs",ZH,,KTV,a,,,,,,
,,Gastspiele Zürich,Zürich,Zürich,ZH,,,a,,,,,,
,,GO Theaterproduktionen (GO-Theaterproduktionen),Zürich,"Zürich, Bern (bereinigen)",ZH,,,a,,,,,,
,,Independent Theater Produktionen,Zürich,Zürich,ZH,,,a,,,,,,
,,IntegrART,Zürich,Zürich: MGB,ZH,,,a,,,,,,
,,Joe-Stadelmann Bühnen-Management),Zürich,Zürich,ZH,,,na,,,,,,
,,Just4fun (früher: Shake Musical Company),Zürich,Zürich,ZH,,,a,,,,,,
,,MGB Migros Genossenschaftsbund (Migros Kulturprozent),Zürich,Zürich,ZH,,KTV      Premio,a,,,,,,
,,Movo,Zürich,Zürich,ZH,,,a,,TheaterTraum,,,,
,,Parate-Labor (Theatergenossenschaft) (Walter Pfaff),Zürich,Zürich,ZH,,,na,,,,,,
,,Quartierkultur Kreis 6,Zürich,Zürich: Verein Quartierkultur im Kreis 6,ZH,,,a,,,,,,
,,Quatsch Comedy Club Zürich <Spielstätte: Kaufleuten>,Zürich,Zürich: Kaufleuten,ZH,,,a,,,,,,
,,Saison française <franz. Gastspiele im Bernhard Theater>,Zürich,Zürich: Div.,ZH,,,na,,,,,,
,,Spock productions GmbH <Erich Vok / Hubert Spiess> <ohne Zürcher Märchenbühne>,Zürich,Zürich: Bernhard Theater,ZH,,,a,,,,,,
,,Stage Coach Kulturmanagement,Zürich,Zürich,ZH,,,a,,,,,,
,,Stern Theater Produktion,Zürich,Zürich,ZH,,,a,,,,,,
,,Swissandfamous,Zürich,Zürich,ZH,,,na,,,,,,
,,Tanz in Stücken,Zürich,Zürich,ZH,,,na,,,,,,
,,Theatrium,Zürich,Zürich,ZH,,,a,,,,,,
,,Verein Freies Musiktheater Zürich,Zürich,Zürich,ZH,,,a,,,,,,
,,Verein Theater Stadelhofen,Zürich,Zürich,ZH,,,a,,"Verein Zürcher Marionettentheater, Gesellschaft des Zürcher Puppentheaters, Zürcher Marionetten-Bühne-Puppentheater im Sonnenhof",,,,
,,X-act AG Live Communication,Zürich,Zürich,ZH,,,a,(noch existent?),,,,,
,,Scala arte ,Zug,Luzern,,,,a,(noch existent?),,,,,
,,Theater- und Musikgesellschaft Zug (tmgz) <Spielstätte: Theater Casino Zug>,Zug,Zug (ZSV),ZG,,SBV       KTV,a,,,,,,
,,Casa del Teatro,o.O.,?,TI,,TASI,a,,,,,,
,,Groupe Opéra Ballet Théâtre (GOBT),o.O.,CH: einz. Reg.: Jura,,,,,,,,,,
,,"Midi, théâtre!",o.O. (verschiedene Orte), CH: einz. Reg.: Suisse Romande,,,,a,,,,,,
,,Opere e concerti in Piazza,o.O.,CH: einz. Reg.: Ital. Schweiz,TI,,,na,,,,,,
,,Theaterbrauerei RehMirandolina,o.O.,"Kobelt, Seraina",,,,a,,,,,,
,,ZIG ZAG,o.o.,CH: einzl. Reg. Suisse Romande,VD,,,a,,,,,,
